invoice_id,subscription_id,invoice_date,amount,type
2213,156,2022-12-11,800,recurring
2214,156,2023-01-10,800,recurring
2215,156,2023-02-09,800,recurring
2216,156,2023-03-11,800,recurring
2217,156,2023-04-10,800,recurring
2218,156,2023-05-10,800,recurring
2219,156,2023-06-09,800,recurring
2220,156,2023-07-09,800,recurring
2221,156,2023-08-08,800,recurring
2222,156,2023-09-07,800,recurring
2223,156,2023-10-07,800,recurring
2224,157,2022-05-08,250,recurring
2225,157,2022-06-07,250,recurring
2226,157,2022-07-07,250,recurring
2227,157,2022-08-06,250,recurring
2228,157,2022-09-05,250,recurring
2229,157,2022-10-05,250,recurring
2230,157,2022-11-04,250,recurring
2231,157,2022-12-04,250,recurring
2232,157,2023-01-03,250,recurring
2233,157,2023-02-02,250,recurring
2234,157,2023-03-04,250,recurring
2235,157,2023-04-03,250,recurring
2236,157,2023-05-03,250,recurring
2237,157,2023-06-02,250,recurring
2238,157,2023-07-02,250,recurring
2239,157,2023-08-01,250,recurring
2240,157,2023-08-31,250,recurring
2241,157,2023-09-30,250,recurring
2242,158,2021-02-10,250,recurring
2243,158,2021-03-12,250,recurring
2244,158,2021-04-11,250,recurring
2245,158,2021-05-11,250,recurring
2246,158,2021-06-10,250,recurring
2247,158,2021-07-10,250,recurring
2248,158,2021-08-09,250,recurring
2249,158,2021-09-08,250,recurring
2250,158,2021-10-08,250,recurring
2251,158,2021-11-07,250,recurring
2252,158,2021-12-07,250,recurring
2253,158,2022-01-06,250,recurring
2254,158,2022-02-05,250,recurring
2255,158,2022-03-07,250,recurring
2256,158,2022-04-06,250,recurring
2257,159,2022-04-29,800,recurring
2258,159,2022-05-29,800,recurring
2259,159,2022-06-28,800,recurring
2260,159,2022-07-28,800,recurring
2261,159,2022-08-27,800,recurring
2262,159,2022-09-26,800,recurring
2263,159,2022-10-26,800,recurring
2264,159,2022-11-25,800,recurring
2265,159,2022-12-25,800,recurring
2266,159,2023-01-24,800,recurring
2267,159,2023-02-23,800,recurring
2268,159,2023-03-25,800,recurring
2269,159,2023-04-24,800,recurring
2270,159,2023-05-24,800,recurring
2271,159,2023-06-23,800,recurring
2272,159,2023-07-23,800,recurring
2273,159,2023-08-22,800,recurring
2274,159,2023-09-21,800,recurring
2275,159,2023-10-21,800,recurring
2276,160,2021-06-06,250,recurring
2277,160,2021-07-06,250,recurring
2278,160,2021-08-05,250,recurring
2279,160,2021-09-04,250,recurring
2280,160,2021-10-04,250,recurring
2281,160,2021-11-03,250,recurring
2282,160,2021-12-03,250,recurring
2283,160,2022-01-02,250,recurring
2284,160,2022-02-01,250,recurring
2285,160,2022-03-03,250,recurring
2286,160,2022-04-02,250,recurring
2287,160,2022-05-02,250,recurring
2288,160,2022-06-01,250,recurring
2289,160,2022-07-01,250,recurring
2290,160,2022-07-31,250,recurring
2291,160,2022-08-30,250,recurring
2292,160,2022-09-29,250,recurring
2293,160,2022-10-29,250,recurring
2294,160,2022-11-28,250,recurring
2295,160,2022-12-28,250,recurring
2296,160,2023-01-27,250,recurring
2297,160,2023-02-26,250,recurring
2298,160,2023-03-28,250,recurring
2299,160,2023-04-27,250,recurring
2300,160,2023-05-27,250,recurring
2301,160,2023-06-26,250,recurring
2302,160,2023-07-26,250,recurring
2303,160,2023-08-25,250,recurring
2304,160,2023-09-24,250,recurring
2305,161,2021-01-15,800,recurring
2306,161,2021-02-14,800,recurring
2307,161,2021-03-16,800,recurring
2308,161,2021-04-15,800,recurring
2309,161,2021-05-15,800,recurring
2310,161,2021-06-14,800,recurring
2311,161,2021-07-14,800,recurring
2312,161,2021-08-13,800,recurring
2313,161,2021-09-12,800,recurring
2314,161,2021-10-12,800,recurring
2315,161,2021-11-11,800,recurring
2316,161,2021-12-11,800,recurring
2317,161,2022-01-10,800,recurring
2318,161,2022-02-09,800,recurring
2319,161,2022-03-11,800,recurring
2320,161,2022-04-10,800,recurring
2321,161,2022-05-10,800,recurring
2322,161,2022-06-09,800,recurring
2323,161,2022-07-09,800,recurring
2324,161,2022-08-08,800,recurring
2325,161,2022-09-07,800,recurring
2326,161,2022-10-07,800,recurring
2327,161,2022-11-06,800,recurring
2328,161,2022-12-06,800,recurring
2329,161,2023-01-05,800,recurring
2330,161,2023-02-04,800,recurring
2331,161,2023-03-06,800,recurring
2332,161,2023-04-05,800,recurring
2333,161,2023-05-05,800,recurring
2334,161,2023-06-04,800,recurring
2335,161,2023-07-04,800,recurring
2336,161,2023-08-03,800,recurring
2337,161,2023-09-02,800,recurring
2338,161,2023-10-02,800,recurring
2339,162,2023-03-24,0,recurring
2340,162,2023-04-23,0,recurring
2341,162,2023-05-23,0,recurring
2342,162,2023-06-22,0,recurring
2343,162,2023-07-22,0,recurring
2344,162,2023-08-21,0,recurring
2345,162,2023-09-20,0,recurring
2346,162,2023-10-20,0,recurring
2347,163,2021-03-06,0,recurring
2348,163,2021-04-05,0,recurring
2349,163,2021-05-05,0,recurring
2350,163,2021-06-04,0,recurring
2351,163,2021-07-04,0,recurring
2352,163,2021-08-03,0,recurring
2353,163,2021-09-02,0,recurring
2354,163,2021-10-02,0,recurring
2355,163,2021-11-01,0,recurring
2356,163,2021-12-01,0,recurring
2357,163,2021-12-31,0,recurring
2358,163,2022-01-30,0,recurring
2359,163,2022-03-01,0,recurring
2360,163,2022-03-31,0,recurring
2361,163,2022-04-30,0,recurring
2362,163,2022-05-30,0,recurring
2363,163,2022-06-29,0,recurring
2364,163,2022-07-29,0,recurring
2365,163,2022-08-28,0,recurring
2366,163,2022-09-27,0,recurring
2367,163,2022-10-27,0,recurring
2368,163,2022-11-26,0,recurring
2369,163,2022-12-26,0,recurring
2370,163,2023-01-25,0,recurring
2371,163,2023-02-24,0,recurring
2372,163,2023-03-26,0,recurring
2373,163,2023-04-25,0,recurring
2374,163,2023-05-25,0,recurring
2375,163,2023-06-24,0,recurring
2376,163,2023-07-24,0,recurring
2377,163,2023-08-23,0,recurring
2378,163,2023-09-22,0,recurring
2379,163,2023-10-22,0,recurring
2380,164,2023-05-07,250,recurring
2381,164,2023-06-06,250,recurring
2382,164,2023-07-06,250,recurring
2383,164,2023-08-05,250,recurring
2384,164,2023-09-04,250,recurring
2385,164,2023-10-04,250,recurring
2386,165,2023-04-19,250,recurring
2387,165,2023-05-19,250,recurring
2388,165,2023-06-18,250,recurring
2389,165,2023-07-18,250,recurring
2390,165,2023-08-17,250,recurring
2391,166,2023-08-27,800,recurring
2392,166,2023-09-26,800,recurring
2393,167,2022-06-05,250,recurring
2394,167,2022-07-05,250,recurring
2395,167,2022-08-04,250,recurring
2396,167,2022-09-03,250,recurring
2397,167,2022-10-03,250,recurring
2398,167,2022-11-02,250,recurring
2399,167,2022-12-02,250,recurring
2400,167,2023-01-01,250,recurring
2401,167,2023-01-31,250,recurring
2402,167,2023-03-02,250,recurring
2403,167,2023-04-01,250,recurring
2404,167,2023-05-01,250,recurring
2405,167,2023-05-31,250,recurring
2406,167,2023-06-30,250,recurring
2407,167,2023-07-30,250,recurring
2408,167,2023-08-29,250,recurring
2409,167,2023-09-28,250,recurring
2410,168,2021-12-10,250,recurring
2411,168,2022-01-09,250,recurring
2412,168,2022-02-08,250,recurring
2413,168,2022-03-10,250,recurring
2414,168,2022-04-09,250,recurring
2415,168,2022-05-09,250,recurring
2416,168,2022-06-08,250,recurring
2417,168,2022-07-08,250,recurring
2418,168,2022-08-07,250,recurring
2419,168,2022-09-06,250,recurring
2420,168,2022-10-06,250,recurring
2421,168,2022-11-05,250,recurring
2422,168,2022-12-05,250,recurring
2423,168,2023-01-04,250,recurring
2424,168,2023-02-03,250,recurring
2425,168,2023-03-05,250,recurring
2426,168,2023-04-04,250,recurring
2427,168,2023-05-04,250,recurring
2428,168,2023-06-03,250,recurring
2429,168,2023-07-03,250,recurring
2430,168,2023-08-02,250,recurring
2431,168,2023-09-01,250,recurring
2432,168,2023-10-01,250,recurring
2433,169,2021-05-09,800,recurring
2434,169,2021-06-08,800,recurring
2435,169,2021-07-08,800,recurring
2436,169,2021-08-07,800,recurring
2437,169,2021-09-06,800,recurring
2438,169,2021-10-06,800,recurring
2439,169,2021-11-05,800,recurring
2440,169,2021-12-05,800,recurring
2441,169,2022-01-04,800,recurring
2442,169,2022-02-03,800,recurring
2443,169,2022-03-05,800,recurring
2444,169,2022-04-04,800,recurring
2445,169,2022-05-04,800,recurring
2446,169,2022-06-03,800,recurring
2447,169,2022-07-03,800,recurring
2448,169,2022-08-02,800,recurring
2449,169,2022-09-01,800,recurring
2450,169,2022-10-01,800,recurring
2451,169,2022-10-31,800,recurring
2452,169,2022-11-30,800,recurring
2453,169,2022-12-30,800,recurring
2454,169,2023-01-29,800,recurring
2455,169,2023-02-28,800,recurring
2456,169,2023-03-30,800,recurring
2457,169,2023-04-29,800,recurring
2458,169,2023-05-29,800,recurring
2459,169,2023-06-28,800,recurring
2460,169,2023-07-28,800,recurring
2461,169,2023-08-27,800,recurring
2462,169,2023-09-26,800,recurring
2463,170,2022-10-10,0,recurring
2464,170,2022-11-09,0,recurring
2465,170,2022-12-09,0,recurring
2466,170,2023-01-08,0,recurring
2467,170,2023-02-07,0,recurring
2468,170,2023-03-09,0,recurring
2469,170,2023-04-08,0,recurring
2470,170,2023-05-08,0,recurring
2471,170,2023-06-07,0,recurring
2472,170,2023-07-07,0,recurring
2473,170,2023-08-06,0,recurring
2474,170,2023-09-05,0,recurring
2475,170,2023-10-05,0,recurring
2476,172,2022-04-17,0,recurring
2477,172,2022-05-17,0,recurring
2478,172,2022-06-16,0,recurring
2479,172,2022-07-16,0,recurring
2480,172,2022-08-15,0,recurring
2481,172,2022-09-14,0,recurring
2482,172,2022-10-14,0,recurring
2483,172,2022-11-13,0,recurring
2484,172,2022-12-13,0,recurring
2485,172,2023-01-12,0,recurring
2486,172,2023-02-11,0,recurring
2487,172,2023-03-13,0,recurring
2488,173,2021-03-04,0,recurring
2489,173,2021-04-03,0,recurring
2490,173,2021-05-03,0,recurring
2491,173,2021-06-02,0,recurring
2492,173,2021-07-02,0,recurring
2493,173,2021-08-01,0,recurring
2494,173,2021-08-31,0,recurring
2495,173,2021-09-30,0,recurring
2496,173,2021-10-30,0,recurring
2497,173,2021-11-29,0,recurring
2498,173,2021-12-29,0,recurring
2499,173,2022-01-28,0,recurring
2500,173,2022-02-27,0,recurring
2501,173,2022-03-29,0,recurring
2502,173,2022-04-28,0,recurring
2503,173,2022-05-28,0,recurring
2504,173,2022-06-27,0,recurring
2505,173,2022-07-27,0,recurring
2506,173,2022-08-26,0,recurring
2507,173,2022-09-25,0,recurring
2508,173,2022-10-25,0,recurring
2509,173,2022-11-24,0,recurring
2510,173,2022-12-24,0,recurring
2511,173,2023-01-23,0,recurring
2512,173,2023-02-22,0,recurring
2513,173,2023-03-24,0,recurring
2514,173,2023-04-23,0,recurring
2515,173,2023-05-23,0,recurring
2516,173,2023-06-22,0,recurring
2517,173,2023-07-22,0,recurring
2518,173,2023-08-21,0,recurring
2519,173,2023-09-20,0,recurring
2520,173,2023-10-20,0,recurring
2521,174,2021-05-19,0,recurring
2522,174,2021-06-18,0,recurring
2523,174,2021-07-18,0,recurring
2524,174,2021-08-17,0,recurring
2525,174,2021-09-16,0,recurring
2526,174,2021-10-16,0,recurring
2527,174,2021-11-15,0,recurring
2528,174,2021-12-15,0,recurring
2529,174,2022-01-14,0,recurring
2530,174,2022-02-13,0,recurring
2531,174,2022-03-15,0,recurring
2532,174,2022-04-14,0,recurring
2533,174,2022-05-14,0,recurring
2534,174,2022-06-13,0,recurring
2535,174,2022-07-13,0,recurring
2536,174,2022-08-12,0,recurring
2537,174,2022-09-11,0,recurring
2538,174,2022-10-11,0,recurring
2539,174,2022-11-10,0,recurring
2540,174,2022-12-10,0,recurring
2541,174,2023-01-09,0,recurring
2542,174,2023-02-08,0,recurring
2543,174,2023-03-10,0,recurring
2544,174,2023-04-09,0,recurring
2545,174,2023-05-09,0,recurring
2546,174,2023-06-08,0,recurring
2547,174,2023-07-08,0,recurring
2548,174,2023-08-07,0,recurring
2549,174,2023-09-06,0,recurring
2550,174,2023-10-06,0,recurring
2551,175,2022-05-14,800,recurring
2552,175,2022-06-13,800,recurring
2553,175,2022-07-13,800,recurring
2554,175,2022-08-12,800,recurring
2555,175,2022-09-11,800,recurring
2556,175,2022-10-11,800,recurring
2557,175,2022-11-10,800,recurring
2558,175,2022-12-10,800,recurring
2559,175,2023-01-09,800,recurring
2560,175,2023-02-08,800,recurring
2561,175,2023-03-10,800,recurring
2562,175,2023-04-09,800,recurring
2563,175,2023-05-09,800,recurring
2564,175,2023-06-08,800,recurring
2565,175,2023-07-08,800,recurring
2566,175,2023-08-07,800,recurring
2567,175,2023-09-06,800,recurring
2568,175,2023-10-06,800,recurring
2569,176,2022-08-16,0,recurring
2570,176,2022-09-15,0,recurring
2571,176,2022-10-15,0,recurring
2572,176,2022-11-14,0,recurring
2573,176,2022-12-14,0,recurring
2574,176,2023-01-13,0,recurring
2575,176,2023-02-12,0,recurring
2576,176,2023-03-14,0,recurring
2577,176,2023-04-13,0,recurring
2578,176,2023-05-13,0,recurring
2579,176,2023-06-12,0,recurring
2580,176,2023-07-12,0,recurring
2581,176,2023-08-11,0,recurring
2582,176,2023-09-10,0,recurring
2583,176,2023-10-10,0,recurring
2584,177,2022-01-27,250,recurring
2585,177,2022-02-26,250,recurring
2586,177,2022-03-28,250,recurring
2587,177,2022-04-27,250,recurring
2588,177,2022-05-27,250,recurring
2589,177,2022-06-26,250,recurring
2590,177,2022-07-26,250,recurring
2591,177,2022-08-25,250,recurring
2592,177,2022-09-24,250,recurring
2593,177,2022-10-24,250,recurring
2594,177,2022-11-23,250,recurring
2595,177,2022-12-23,250,recurring
2596,177,2023-01-22,250,recurring
2597,177,2023-02-21,250,recurring
2598,177,2023-03-23,250,recurring
2599,177,2023-04-22,250,recurring
2600,177,2023-05-22,250,recurring
2601,177,2023-06-21,250,recurring
2602,177,2023-07-21,250,recurring
2603,177,2023-08-20,250,recurring
2604,177,2023-09-19,250,recurring
2605,177,2023-10-19,250,recurring
2606,178,2022-11-06,250,recurring
2607,178,2022-12-06,250,recurring
2608,178,2023-01-05,250,recurring
2609,178,2023-02-04,250,recurring
2610,178,2023-03-06,250,recurring
2611,178,2023-04-05,250,recurring
2612,178,2023-05-05,250,recurring
2613,178,2023-06-04,250,recurring
2614,178,2023-07-04,250,recurring
2615,178,2023-08-03,250,recurring
2616,178,2023-09-02,250,recurring
2617,178,2023-10-02,250,recurring
2618,179,2022-02-23,250,recurring
2619,179,2022-03-25,250,recurring
2620,179,2022-04-24,250,recurring
2621,179,2022-05-24,250,recurring
2622,179,2022-06-23,250,recurring
2623,179,2022-07-23,250,recurring
2624,179,2022-08-22,250,recurring
2625,179,2022-09-21,250,recurring
2626,179,2022-10-21,250,recurring
2627,179,2022-11-20,250,recurring
2628,179,2022-12-20,250,recurring
2629,179,2023-01-19,250,recurring
2630,179,2023-02-18,250,recurring
2631,179,2023-03-20,250,recurring
2632,179,2023-04-19,250,recurring
2633,180,2021-10-16,0,recurring
2634,180,2021-11-15,0,recurring
2635,180,2021-12-15,0,recurring
2636,180,2022-01-14,0,recurring
2637,180,2022-02-13,0,recurring
2638,180,2022-03-15,0,recurring
2639,180,2022-04-14,0,recurring
2640,180,2022-05-14,0,recurring
2641,180,2022-06-13,0,recurring
2642,180,2022-07-13,0,recurring
2643,180,2022-08-12,0,recurring
2644,180,2022-09-11,0,recurring
2645,180,2022-10-11,0,recurring
2646,180,2022-11-10,0,recurring
2647,180,2022-12-10,0,recurring
2648,180,2023-01-09,0,recurring
2649,180,2023-02-08,0,recurring
2650,180,2023-03-10,0,recurring
2651,180,2023-04-09,0,recurring
2652,180,2023-05-09,0,recurring
2653,180,2023-06-08,0,recurring
2654,180,2023-07-08,0,recurring
2655,180,2023-08-07,0,recurring
2656,180,2023-09-06,0,recurring
2657,180,2023-10-06,0,recurring
2658,181,2022-01-14,0,recurring
2659,181,2022-02-13,0,recurring
2660,181,2022-03-15,0,recurring
2661,181,2022-04-14,0,recurring
2662,181,2022-05-14,0,recurring
2663,181,2022-06-13,0,recurring
2664,181,2022-07-13,0,recurring
2665,181,2022-08-12,0,recurring
2666,181,2022-09-11,0,recurring
2667,181,2022-10-11,0,recurring
2668,182,2023-02-12,0,recurring
2669,182,2023-03-14,0,recurring
2670,182,2023-04-13,0,recurring
2671,182,2023-05-13,0,recurring
2672,182,2023-06-12,0,recurring
2673,182,2023-07-12,0,recurring
2674,182,2023-08-11,0,recurring
2675,182,2023-09-10,0,recurring
2676,182,2023-10-10,0,recurring
2677,183,2022-05-05,250,recurring
2678,183,2022-06-04,250,recurring
2679,183,2022-07-04,250,recurring
2680,183,2022-08-03,250,recurring
2681,183,2022-09-02,250,recurring
2682,183,2022-10-02,250,recurring
2683,183,2022-11-01,250,recurring
2684,183,2022-12-01,250,recurring
2685,183,2022-12-31,250,recurring
2686,183,2023-01-30,250,recurring
2687,183,2023-03-01,250,recurring
2688,183,2023-03-31,250,recurring
2689,183,2023-04-30,250,recurring
2690,183,2023-05-30,250,recurring
2691,183,2023-06-29,250,recurring
2692,183,2023-07-29,250,recurring
2693,183,2023-08-28,250,recurring
2694,183,2023-09-27,250,recurring
2695,184,2021-08-19,0,recurring
2696,184,2021-09-18,0,recurring
2697,184,2021-10-18,0,recurring
2698,184,2021-11-17,0,recurring
2699,184,2021-12-17,0,recurring
2700,184,2022-01-16,0,recurring
2701,184,2022-02-15,0,recurring
2702,184,2022-03-17,0,recurring
2703,184,2022-04-16,0,recurring
2704,184,2022-05-16,0,recurring
2705,184,2022-06-15,0,recurring
2706,184,2022-07-15,0,recurring
2707,184,2022-08-14,0,recurring
2708,184,2022-09-13,0,recurring
2709,184,2022-10-13,0,recurring
2710,184,2022-11-12,0,recurring
2711,184,2022-12-12,0,recurring
2712,184,2023-01-11,0,recurring
2713,184,2023-02-10,0,recurring
2714,184,2023-03-12,0,recurring
2715,184,2023-04-11,0,recurring
2716,184,2023-05-11,0,recurring
2717,184,2023-06-10,0,recurring
2718,184,2023-07-10,0,recurring
2719,184,2023-08-09,0,recurring
2720,184,2023-09-08,0,recurring
2721,184,2023-10-08,0,recurring
2722,185,2021-02-10,0,recurring
2723,185,2021-03-12,0,recurring
2724,185,2021-04-11,0,recurring
2725,185,2021-05-11,0,recurring
2726,185,2021-06-10,0,recurring
2727,185,2021-07-10,0,recurring
2728,185,2021-08-09,0,recurring
2729,185,2021-09-08,0,recurring
2730,185,2021-10-08,0,recurring
2731,185,2021-11-07,0,recurring
2732,185,2021-12-07,0,recurring
2733,185,2022-01-06,0,recurring
2734,185,2022-02-05,0,recurring
2735,185,2022-03-07,0,recurring
2736,185,2022-04-06,0,recurring
2737,185,2022-05-06,0,recurring
2738,185,2022-06-05,0,recurring
2739,185,2022-07-05,0,recurring
2740,185,2022-08-04,0,recurring
2741,185,2022-09-03,0,recurring
2742,185,2022-10-03,0,recurring
2743,185,2022-11-02,0,recurring
2744,185,2022-12-02,0,recurring
2745,185,2023-01-01,0,recurring
2746,185,2023-01-31,0,recurring
2747,185,2023-03-02,0,recurring
2748,185,2023-04-01,0,recurring
2749,185,2023-05-01,0,recurring
2750,185,2023-05-31,0,recurring
2751,185,2023-06-30,0,recurring
2752,185,2023-07-30,0,recurring
2753,185,2023-08-29,0,recurring
2754,185,2023-09-28,0,recurring
2755,186,2021-01-28,250,recurring
2756,186,2021-02-27,250,recurring
2757,186,2021-03-29,250,recurring
2758,186,2021-04-28,250,recurring
2759,186,2021-05-28,250,recurring
2760,186,2021-06-27,250,recurring
2761,186,2021-07-27,250,recurring
2762,186,2021-08-26,250,recurring
2763,186,2021-09-25,250,recurring
2764,186,2021-10-25,250,recurring
2765,186,2021-11-24,250,recurring
2766,186,2021-12-24,250,recurring
2767,186,2022-01-23,250,recurring
2768,186,2022-02-22,250,recurring
2769,186,2022-03-24,250,recurring
2770,186,2022-04-23,250,recurring
2771,186,2022-05-23,250,recurring
2772,186,2022-06-22,250,recurring
2773,186,2022-07-22,250,recurring
2774,186,2022-08-21,250,recurring
2775,186,2022-09-20,250,recurring
2776,186,2022-10-20,250,recurring
2777,186,2022-11-19,250,recurring
2778,186,2022-12-19,250,recurring
2779,186,2023-01-18,250,recurring
2780,186,2023-02-17,250,recurring
2781,186,2023-03-19,250,recurring
2782,186,2023-04-18,250,recurring
2783,186,2023-05-18,250,recurring
2784,186,2023-06-17,250,recurring
2785,186,2023-07-17,250,recurring
2786,186,2023-08-16,250,recurring
2787,186,2023-09-15,250,recurring
2788,186,2023-10-15,250,recurring
2789,187,2021-05-15,0,recurring
2790,187,2021-06-14,0,recurring
2791,187,2021-07-14,0,recurring
2792,187,2021-08-13,0,recurring
2793,187,2021-09-12,0,recurring
2794,187,2021-10-12,0,recurring
2795,187,2021-11-11,0,recurring
2796,187,2021-12-11,0,recurring
2797,188,2021-12-16,250,recurring
2798,188,2022-01-15,250,recurring
2799,188,2022-02-14,250,recurring
2800,188,2022-03-16,250,recurring
2801,188,2022-04-15,250,recurring
2802,188,2022-05-15,250,recurring
2803,188,2022-06-14,250,recurring
2804,188,2022-07-14,250,recurring
2805,188,2022-08-13,250,recurring
2806,188,2022-09-12,250,recurring
2807,188,2022-10-12,250,recurring
2808,188,2022-11-11,250,recurring
2809,188,2022-12-11,250,recurring
2810,188,2023-01-10,250,recurring
2811,188,2023-02-09,250,recurring
2812,188,2023-03-11,250,recurring
2813,189,2021-07-20,0,recurring
2814,189,2021-08-19,0,recurring
2815,189,2021-09-18,0,recurring
2816,189,2021-10-18,0,recurring
2817,189,2021-11-17,0,recurring
2818,189,2021-12-17,0,recurring
2819,189,2022-01-16,0,recurring
2820,189,2022-02-15,0,recurring
2821,189,2022-03-17,0,recurring
2822,189,2022-04-16,0,recurring
2823,189,2022-05-16,0,recurring
2824,189,2022-06-15,0,recurring
2825,189,2022-07-15,0,recurring
2826,189,2022-08-14,0,recurring
2827,189,2022-09-13,0,recurring
2828,189,2022-10-13,0,recurring
2829,189,2022-11-12,0,recurring
2830,189,2022-12-12,0,recurring
2831,189,2023-01-11,0,recurring
2832,189,2023-02-10,0,recurring
2833,189,2023-03-12,0,recurring
2834,189,2023-04-11,0,recurring
2835,189,2023-05-11,0,recurring
2836,189,2023-06-10,0,recurring
2837,189,2023-07-10,0,recurring
2838,189,2023-08-09,0,recurring
2839,189,2023-09-08,0,recurring
2840,189,2023-10-08,0,recurring
2841,190,2023-04-20,0,recurring
2842,190,2023-05-20,0,recurring
2843,190,2023-06-19,0,recurring
2844,190,2023-07-19,0,recurring
2845,190,2023-08-18,0,recurring
2846,190,2023-09-17,0,recurring
2847,190,2023-10-17,0,recurring
2848,191,2023-02-19,0,recurring
2849,191,2023-03-21,0,recurring
2850,191,2023-04-20,0,recurring
2851,191,2023-05-20,0,recurring
2852,191,2023-06-19,0,recurring
2853,191,2023-07-19,0,recurring
2854,191,2023-08-18,0,recurring
2855,191,2023-09-17,0,recurring
2856,191,2023-10-17,0,recurring
2857,192,2023-07-19,0,recurring
2858,192,2023-08-18,0,recurring
2859,192,2023-09-17,0,recurring
2860,192,2023-10-17,0,recurring
2861,193,2021-02-02,800,recurring
2862,193,2021-03-04,800,recurring
2863,193,2021-04-03,800,recurring
2864,193,2021-05-03,800,recurring
2865,193,2021-06-02,800,recurring
2866,193,2021-07-02,800,recurring
2867,193,2021-08-01,800,recurring
2868,193,2021-08-31,800,recurring
2869,193,2021-09-30,800,recurring
2870,193,2021-10-30,800,recurring
2871,193,2021-11-29,800,recurring
2872,193,2021-12-29,800,recurring
2873,193,2022-01-28,800,recurring
2874,193,2022-02-27,800,recurring
2875,193,2022-03-29,800,recurring
2876,193,2022-04-28,800,recurring
2877,193,2022-05-28,800,recurring
2878,193,2022-06-27,800,recurring
2879,193,2022-07-27,800,recurring
2880,193,2022-08-26,800,recurring
2881,193,2022-09-25,800,recurring
2882,193,2022-10-25,800,recurring
2883,193,2022-11-24,800,recurring
2884,193,2022-12-24,800,recurring
2885,193,2023-01-23,800,recurring
2886,193,2023-02-22,800,recurring
2887,193,2023-03-24,800,recurring
2888,193,2023-04-23,800,recurring
2889,193,2023-05-23,800,recurring
2890,193,2023-06-22,800,recurring
2891,193,2023-07-22,800,recurring
2892,193,2023-08-21,800,recurring
2893,193,2023-09-20,800,recurring
2894,193,2023-10-20,800,recurring
2895,194,2021-02-17,0,recurring
2896,194,2021-03-19,0,recurring
2897,194,2021-04-18,0,recurring
2898,194,2021-05-18,0,recurring
2899,194,2021-06-17,0,recurring
2900,194,2021-07-17,0,recurring
2901,194,2021-08-16,0,recurring
2902,194,2021-09-15,0,recurring
2903,194,2021-10-15,0,recurring
2904,194,2021-11-14,0,recurring
2905,194,2021-12-14,0,recurring
2906,194,2022-01-13,0,recurring
2907,194,2022-02-12,0,recurring
2908,194,2022-03-14,0,recurring
2909,194,2022-04-13,0,recurring
2910,194,2022-05-13,0,recurring
2911,194,2022-06-12,0,recurring
2912,194,2022-07-12,0,recurring
2913,194,2022-08-11,0,recurring
2914,194,2022-09-10,0,recurring
2915,194,2022-10-10,0,recurring
2916,194,2022-11-09,0,recurring
2917,194,2022-12-09,0,recurring
2918,194,2023-01-08,0,recurring
2919,194,2023-02-07,0,recurring
2920,194,2023-03-09,0,recurring
2921,194,2023-04-08,0,recurring
2922,194,2023-05-08,0,recurring
2923,194,2023-06-07,0,recurring
2924,194,2023-07-07,0,recurring
2925,194,2023-08-06,0,recurring
2926,194,2023-09-05,0,recurring
2927,194,2023-10-05,0,recurring
2928,195,2022-05-18,250,recurring
2929,195,2022-06-17,250,recurring
2930,195,2022-07-17,250,recurring
2931,195,2022-08-16,250,recurring
2932,195,2022-09-15,250,recurring
2933,195,2022-10-15,250,recurring
2934,195,2022-11-14,250,recurring
2935,195,2022-12-14,250,recurring
2936,195,2023-01-13,250,recurring
2937,195,2023-02-12,250,recurring
2938,195,2023-03-14,250,recurring
2939,195,2023-04-13,250,recurring
2940,195,2023-05-13,250,recurring
2941,195,2023-06-12,250,recurring
2942,195,2023-07-12,250,recurring
2943,195,2023-08-11,250,recurring
2944,195,2023-09-10,250,recurring
2945,195,2023-10-10,250,recurring
2946,196,2022-02-11,250,recurring
2947,196,2022-03-13,250,recurring
2948,196,2022-04-12,250,recurring
2949,196,2022-05-12,250,recurring
2950,196,2022-06-11,250,recurring
2951,196,2022-07-11,250,recurring
2952,196,2022-08-10,250,recurring
2953,196,2022-09-09,250,recurring
2954,196,2022-10-09,250,recurring
2955,196,2022-11-08,250,recurring
2956,196,2022-12-08,250,recurring
2957,196,2023-01-07,250,recurring
2958,196,2023-02-06,250,recurring
2959,196,2023-03-08,250,recurring
2960,196,2023-04-07,250,recurring
2961,196,2023-05-07,250,recurring
2962,196,2023-06-06,250,recurring
2963,196,2023-07-06,250,recurring
2964,196,2023-08-05,250,recurring
2965,196,2023-09-04,250,recurring
2966,196,2023-10-04,250,recurring
2967,197,2022-07-28,0,recurring
2968,197,2022-08-27,0,recurring
2969,197,2022-09-26,0,recurring
2970,197,2022-10-26,0,recurring
2971,197,2022-11-25,0,recurring
2972,197,2022-12-25,0,recurring
2973,197,2023-01-24,0,recurring
2974,197,2023-02-23,0,recurring
2975,197,2023-03-25,0,recurring
2976,197,2023-04-24,0,recurring
2977,197,2023-05-24,0,recurring
2978,197,2023-06-23,0,recurring
2979,197,2023-07-23,0,recurring
2980,197,2023-08-22,0,recurring
2981,197,2023-09-21,0,recurring
2982,197,2023-10-21,0,recurring
2983,198,2022-12-29,800,recurring
2984,198,2023-01-28,800,recurring
2985,198,2023-02-27,800,recurring
2986,198,2023-03-29,800,recurring
2987,198,2023-04-28,800,recurring
2988,198,2023-05-28,800,recurring
